IC50,Cancer,Drug,PKA_161,PKA_161_CHA,PKA_161_ENG,PKA_161_EXP,PKA_226,DOM_PI3_PI4_kinase,MUT_ULK4,CNV_PTK2_gain,REC_R_HSA_176298_EXP,PWY_R_HSA_193648_CSV,PWY_R_HSA_373755,PWY_R_HSA_6804115,PWY_R_HSA_68877_CSV,PWY_R_HSA_73894_EXP,GO_0002053,GO_0002053_EXP,GO_0003351,GO_0007283_CSV,GO_0032436_CSV,GO_0042060,GO_0043524,GO_0048010,GO_0048813,EXP_EPHB6,EXP_MAP3K12,EXP_TYK2,EXP_PRKCG,EXP_PAK3,EXP_SIK2,EXP_PASK,EXP_WNK4
2.098034,910910,153,0,0,0,0,0,0,0,0,0,0.746166,0,0,0,11.824999272,0,0,0,0,0,0,0,0,0,3.0779615408,3.5977587079,7.5674346613,3.299945304,2.9819082181,4.4682331975,3.8940011801,3.0678321449
-2.308353,910927,153,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4404733071,0,0,0,0,0,1,0,0,0,3.0437723503,4.0042123915,7.7622736505,3.0986377163,2.9351703016,4.6542612685,3.9592798472,3.0123183958
2.015488,910948,153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.706277,0,1,1,1,0,5.9246733677,4.0908234016,7.4849890305,3.247984012,3.1769013349,4.3184694508,4.6071314728,3.1649797746
-0.143238,924106,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.4477513264,3.1403069077,7.7743441543,3.388860384,3.340393312,4.7094043165,5.0555033281,3.1009686989
2.816396,924240,153,0,0,0,0,0,0,0,0,0,0.632105,1,2,0,9.578193468,0,0,0,0.823976,0,0,0,0,0,3.3626915153,3.5091029542,7.5828358681,3.2929279331,3.3342505266,4.0786836544,4.4790316673,5.1863054991
2.321969,946359,153,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5332953274,1,4.1577292737,0,0,0,1,1,3,1,4.0776189235,3.1851297775,8.8942901558,3.3987970633,3.4189612907,4.1787118168,4.5830480231,3.136024292
1.422837,946382,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.70754,0,0,1,1,0,3.1779038668,3.8418285541,8.6252363318,3.3955706709,3.1785003374,3.8948927251,4.0140793532,2.9403653141
2.51164,949093,153,0,0,0,0,0,1,0,0,3.9382338563,0,0,1,0.650866,0,0,0,0,0,0.650866,0,0,0,1,2.9223807838,5.1080496892,6.5519084875,3.3286806027,4.4512434316,3.9267117855,4.8657093735,3.181218415
2.51532,1240172,153,0,0,0,0,0,0,0,0,0,0,0,0,0.875777,13.150189286,0,0,1,0.875777,0,0,0,0,0,2.9508577831,3.7810059311,5.677357163,3.3126619696,4.5231074419,3.7723026065,4.3515376923,2.964879319
-1.220059,1290798,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835172,0,0,0,0,0,2.7120864773,3.0576672189,7.3366492987,3.2722484161,3.142165785,3.9978370316,3.9446703438,2.9911911812
0.63742,1290905,153,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0.781817,0,2,2,2,3.1959557893,3.2284287252,6.7873031789,3.217966342,3.9107803123,4.1455546591,4.3641648593,2.9808327242
0.272454,1290922,153,0,0,0,0,0,1,0,0,0,0,0,0,0,6.2548911131,1,4.0936479847,0,0,0,0,1,0,0,5.1172814714,3.6211484971,9.4677814599,3.3584528186,3.2563929585,4.2897656247,3.6650880283,3.1001978064
0.370878,1298157,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.914430279,3.144626821,7.2371728093,3.2092251494,3.0497134271,4.4151941244,4.0277297306,4.1600577954
1.628085,1303900,153,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7400797568,0,0,0,0,0,0,0,0,0,3.1145994284,3.3401512287,8.5684995651,3.2109697826,3.2222939622,3.658049865,4.5988011836,2.9381421436
1.738827,1330941,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1592079292,3.4418423859,6.638479365,3.2662818961,3.1548571355,3.5396686041,3.9316118905,2.9141392629
1.827384,749710,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3185826133,2.9996791651,7.908006052,3.2613558719,3.0777875191,4.3733548782,4.618865047,2.8756369718
1.797286,749711,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2249086224,3.105042331,9.0040724196,3.280185472,3.617051823,4.3351031059,4.4042592037,2.9567255508
-0.466753,749712,155,0,0,0,0,0,0,0,0,0,0.810793,0,0,0,7.7636549205,0,0,0,0.831479,0,0,0,0,0,3.2197405116,3.5905487178,7.8244297182,3.2660987834,3.2272018637,4.054982507,3.9604657113,3.2475918573
2.435233,749714,155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.6847730768,3.1033603521,7.9093392573,3.1788454817,3.1494707609,3.9718528653,3.783353862,3.0240359206
2.176261,749715,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0489007833,2.9395998904,8.4648590409,3.302863538,3.3254243993,4.3914341894,4.2790178663,3.0489435542
2.357761,749716,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7522302436,3.3734940905,8.1319606904,3.3966364248,3.6788421359,3.7941087045,4.2601794475,3.1468346177
0.233724,749717,155,0,0,0,0,0,0,0,0,0,0,0,0,0.833567,0,0,0,0,1.623285,0.833567,0,3,0,0,3.1564023623,3.3776156033,7.3522622151,3.1943787018,3.1210505897,4.2488504859,4.2380663768,3.1252425012
-0.079019,905946,155,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2.9346408359,3.5195166351,8.0952808852,3.3867450328,3.3054909788,3.7543195725,3.8552842174,3.0265696164
0.599102,905957,155,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2917009377,0,0,0,0,0,0,0,0,0,3.2660958742,3.3303883124,7.9759299853,3.1933297733,3.26282365,4.1160478662,3.1897059344,2.944423017
0.973908,905960,155,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9152356892,0,0,0,0,0,1,0,0,0,3.1175436087,3.1853169966,8.0296604124,3.254000965,3.109808918,4.0326284163,4.0673691343,3.4680149988
2.182624,906801,155,0,0,0,0,0,0,0,0,0,0,2,0,0,5.8338085826,0,0,0,0,0,0,0,2,0,3.5425441968,3.3284598588,7.527113165,3.3045836914,3.0299149741,4.1901545637,4.1550541969,3.0712562864
1.728777,906812,155,0,0,0,0,0,0,0,0,0,0,0,0,0,13.178430696,0,0,0,0,0,0,0,2,0,3.8546026547,3.4823429827,7.0105596892,3.2122513846,3.1417491662,4.3741028047,4.5092482412,2.8992583303
-0.769576,906844,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.9660404784,3.9935349319,8.0326658835,3.1154436506,3.1549497654,4.1654271861,5.0176717292,2.8749949746
2.00712,906851,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8923831174,3.6172218784,8.0787724838,3.3318047783,3.1242687915,4.0339663765,4.1397901517,3.181474444
1.472633,906862,155,0,0,0,0,0,0,0,0,0,0,1,0,0,5.1549449795,0,0,0,0,0,1,0,1,0,3.2220061363,3.0720914693,6.7991233014,3.2486245769,3.3155984591,4.1194587757,4.7189066391,3.2351098269
3.038625,907045,155,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.790263,0,0,1,1,0,3.2276833326,3.2084051927,7.3191469118,3.2926216917,3.13870324,3.9324102927,3.8736577096,7.2930018986
2.686912,907046,155,0,0,0,0,0,0,0,0,0,0,0,1,0,15.364396658,0,0,0,0,0,1,0,1,0,3.1680062792,3.6120473152,7.467399251,3.1990845707,3.0744334779,5.0929809529,4.3349889303,4.6289716869
0.130141,907047,155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.3344626692,3.1178521552,8.466781423,3.2022425586,3.0635048006,5.1716707266,4.4455062113,2.8798409697
1.490017,907048,155,1,-1,-1.325,4.8120907937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788489,0,0,0,0,0,6.2887474171,3.0092684646,8.1404157677,3.3343198137,3.0165565138,4.3270365226,4.3307564601,2.9064315425
2.020588,908121,155,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9221739941,0,0,0,0,0,0,0,2,0,3.7257575609,3.076681571,7.37549887,3.2529690537,3.1057240383,4.1819802353,4.3412523845,3.0345494516
2.085478,908122,155,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0509201518,0,0,0,0,0,0,0,0,0,3.1942800368,3.1929792419,8.4414040602,3.145263083,3.2305508519,4.2327432133,3.7493690985,3.0729575264
1.2278,908123,155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.2761739693,2.7520846003,9.9629550451,3.2513771133,3.1230917247,4.7992700098,5.0109685667,2.917376701
1.046325,908151,155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,3.2214327207,2.9426406728,7.2323673931,3.3541533356,3.1014435663,4.3880125001,4.1483378576,3.1867768347
1.216632,909256,155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.9567786481,2.9840274988,8.4997530615,3.2115009656,3.2404682811,4.173155721,4.958213665,2.8704571751
2.870056,909778,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.3595636552,1,0,0,1,0,0,0,3.1414368884,3.3675542792,7.495562085,3.5408128705,3.164356259,3.7978911982,4.4565740665,2.985736403
1.962998,910704,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6.6820151742,3.9937718218,7.7762169651,3.1816753757,3.0178263398,3.6008379371,4.0121254222,2.991257806
-1.450514,910852,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8495397386,3.0903660868,8.0825236139,3.2638026483,3.1029046068,4.3954103232,4.2146980639,2.9569413157
2.099132,910910,155,0,0,0,0,0,0,0,0,0,0.746166,0,0,0,11.824999272,0,0,0,0,0,0,0,0,0,3.0779615408,3.5977587079,7.5674346613,3.299945304,2.9819082181,4.4682331975,3.8940011801,3.0678321449
-0.209297,910927,155,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4404733071,0,0,0,0,0,1,0,0,0,3.0437723503,4.0042123915,7.7622736505,3.0986377163,2.9351703016,4.6542612685,3.9592798472,3.0123183958
-0.171397,910948,155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.706277,0,1,1,1,0,5.9246733677,4.0908234016,7.4849890305,3.247984012,3.1769013349,4.3184694508,4.6071314728,3.1649797746
1.32686,924106,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.4477513264,3.1403069077,7.7743441543,3.388860384,3.340393312,4.7094043165,5.0555033281,3.1009686989
1.9421,924240,155,0,0,0,0,0,0,0,0,0,0.632105,1,2,0,9.578193468,0,0,0,0.823976,0,0,0,0,0,3.3626915153,3.5091029542,7.5828358681,3.2929279331,3.3342505266,4.0786836544,4.4790316673,5.1863054991
2.300712,946359,155,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5332953274,1,4.1577292737,0,0,0,1,1,3,1,4.0776189235,3.1851297775,8.8942901558,3.3987970633,3.4189612907,4.1787118168,4.5830480231,3.136024292
2.380798,946382,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.70754,0,0,1,1,0,3.1779038668,3.8418285541,8.6252363318,3.3955706709,3.1785003374,3.8948927251,4.0140793532,2.9403653141
3.751549,949093,155,0,0,0,0,0,1,0,0,3.9382338563,0,0,1,0.650866,0,0,0,0,0,0.650866,0,0,0,1,2.9223807838,5.1080496892,6.5519084875,3.3286806027,4.4512434316,3.9267117855,4.8657093735,3.181218415
2.636115,1240172,155,0,0,0,0,0,0,0,0,0,0,0,0,0.875777,13.150189286,0,0,1,0.875777,0,0,0,0,0,2.9508577831,3.7810059311,5.677357163,3.3126619696,4.5231074419,3.7723026065,4.3515376923,2.964879319
2.322327,1290798,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835172,0,0,0,0,0,2.7120864773,3.0576672189,7.3366492987,3.2722484161,3.142165785,3.9978370316,3.9446703438,2.9911911812
1.206285,1290905,155,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0.781817,0,2,2,2,3.1959557893,3.2284287252,6.7873031789,3.217966342,3.9107803123,4.1455546591,4.3641648593,2.9808327242
0.561116,1290922,155,0,0,0,0,0,1,0,0,0,0,0,0,0,6.2548911131,1,4.0936479847,0,0,0,0,1,0,0,5.1172814714,3.6211484971,9.4677814599,3.3584528186,3.2563929585,4.2897656247,3.6650880283,3.1001978064
0.273346,1298157,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.914430279,3.144626821,7.2371728093,3.2092251494,3.0497134271,4.4151941244,4.0277297306,4.1600577954
2.179108,1303900,155,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7400797568,0,0,0,0,0,0,0,0,0,3.1145994284,3.3401512287,8.5684995651,3.2109697826,3.2222939622,3.658049865,4.5988011836,2.9381421436
1.264444,1330941,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1592079292,3.4418423859,6.638479365,3.2662818961,3.1548571355,3.5396686041,3.9316118905,2.9141392629
-0.032816,749710,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3185826133,2.9996791651,7.908006052,3.2613558719,3.0777875191,4.3733548782,4.618865047,2.8756369718
-0.341328,749711,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2249086224,3.105042331,9.0040724196,3.280185472,3.617051823,4.3351031059,4.4042592037,2.9567255508
-0.511608,749712,157,0,0,0,0,0,0,0,0,0,0.810793,0,0,0,7.7636549205,0,0,0,0.831479,0,0,0,0,0,3.2197405116,3.5905487178,7.8244297182,3.2660987834,3.2272018637,4.054982507,3.9604657113,3.2475918573
0.143701,749714,157,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.6847730768,3.1033603521,7.9093392573,3.1788454817,3.1494707609,3.9718528653,3.783353862,3.0240359206
-0.531311,749715,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0489007833,2.9395998904,8.4648590409,3.302863538,3.3254243993,4.3914341894,4.2790178663,3.0489435542
0.38046,749716,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7522302436,3.3734940905,8.1319606904,3.3966364248,3.6788421359,3.7941087045,4.2601794475,3.1468346177
0.562848,749717,157,0,0,0,0,0,0,0,0,0,0,0,0,0.833567,0,0,0,0,1.623285,0.833567,0,3,0,0,3.1564023623,3.3776156033,7.3522622151,3.1943787018,3.1210505897,4.2488504859,4.2380663768,3.1252425012
-1.158595,905946,157,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2.9346408359,3.5195166351,8.0952808852,3.3867450328,3.3054909788,3.7543195725,3.8552842174,3.0265696164
2.413007,905957,157,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2917009377,0,0,0,0,0,0,0,0,0,3.2660958742,3.3303883124,7.9759299853,3.1933297733,3.26282365,4.1160478662,3.1897059344,2.944423017
0.058376,905960,157,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9152356892,0,0,0,0,0,1,0,0,0,3.1175436087,3.1853169966,8.0296604124,3.254000965,3.109808918,4.0326284163,4.0673691343,3.4680149988
-0.469333,906801,157,0,0,0,0,0,0,0,0,0,0,2,0,0,5.8338085826,0,0,0,0,0,0,0,2,0,3.5425441968,3.3284598588,7.527113165,3.3045836914,3.0299149741,4.1901545637,4.1550541969,3.0712562864
-0.487213,906812,157,0,0,0,0,0,0,0,0,0,0,0,0,0,13.178430696,0,0,0,0,0,0,0,2,0,3.8546026547,3.4823429827,7.0105596892,3.2122513846,3.1417491662,4.3741028047,4.5092482412,2.8992583303
-0.554389,906844,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.9660404784,3.9935349319,8.0326658835,3.1154436506,3.1549497654,4.1654271861,5.0176717292,2.8749949746
-0.355643,906851,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8923831174,3.6172218784,8.0787724838,3.3318047783,3.1242687915,4.0339663765,4.1397901517,3.181474444
0.327764,906862,157,0,0,0,0,0,0,0,0,0,0,1,0,0,5.1549449795,0,0,0,0,0,1,0,1,0,3.2220061363,3.0720914693,6.7991233014,3.2486245769,3.3155984591,4.1194587757,4.7189066391,3.2351098269
0.030591,907045,157,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.790263,0,0,1,1,0,3.2276833326,3.2084051927,7.3191469118,3.2926216917,3.13870324,3.9324102927,3.8736577096,7.2930018986
-0.858075,907046,157,0,0,0,0,0,0,0,0,0,0,0,1,0,15.364396658,0,0,0,0,0,1,0,1,0,3.1680062792,3.6120473152,7.467399251,3.1990845707,3.0744334779,5.0929809529,4.3349889303,4.6289716869
-1.090293,907047,157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.3344626692,3.1178521552,8.466781423,3.2022425586,3.0635048006,5.1716707266,4.4455062113,2.8798409697
-1.135916,907048,157,1,-1,-1.325,4.8120907937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788489,0,0,0,0,0,6.2887474171,3.0092684646,8.1404157677,3.3343198137,3.0165565138,4.3270365226,4.3307564601,2.9064315425
-0.17623,908121,157,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9221739941,0,0,0,0,0,0,0,2,0,3.7257575609,3.076681571,7.37549887,3.2529690537,3.1057240383,4.1819802353,4.3412523845,3.0345494516
1.117366,908122,157,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0509201518,0,0,0,0,0,0,0,0,0,3.1942800368,3.1929792419,8.4414040602,3.145263083,3.2305508519,4.2327432133,3.7493690985,3.0729575264
-0.245603,908123,157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.2761739693,2.7520846003,9.9629550451,3.2513771133,3.1230917247,4.7992700098,5.0109685667,2.917376701
-0.858318,908151,157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,3.2214327207,2.9426406728,7.2323673931,3.3541533356,3.1014435663,4.3880125001,4.1483378576,3.1867768347
0.263799,909256,157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.9567786481,2.9840274988,8.4997530615,3.2115009656,3.2404682811,4.173155721,4.958213665,2.8704571751
2.055521,909778,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.3595636552,1,0,0,1,0,0,0,3.1414368884,3.3675542792,7.495562085,3.5408128705,3.164356259,3.7978911982,4.4565740665,2.985736403
-0.719227,910704,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6.6820151742,3.9937718218,7.7762169651,3.1816753757,3.0178263398,3.6008379371,4.0121254222,2.991257806
-0.864087,910852,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8495397386,3.0903660868,8.0825236139,3.2638026483,3.1029046068,4.3954103232,4.2146980639,2.9569413157
0.381898,910910,157,0,0,0,0,0,0,0,0,0,0.746166,0,0,0,11.824999272,0,0,0,0,0,0,0,0,0,3.0779615408,3.5977587079,7.5674346613,3.299945304,2.9819082181,4.4682331975,3.8940011801,3.0678321449
-1.588079,910927,157,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4404733071,0,0,0,0,0,1,0,0,0,3.0437723503,4.0042123915,7.7622736505,3.0986377163,2.9351703016,4.6542612685,3.9592798472,3.0123183958
1.894042,910948,157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.706277,0,1,1,1,0,5.9246733677,4.0908234016,7.4849890305,3.247984012,3.1769013349,4.3184694508,4.6071314728,3.1649797746
-0.30715,924106,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.4477513264,3.1403069077,7.7743441543,3.388860384,3.340393312,4.7094043165,5.0555033281,3.1009686989
0.449445,924240,157,0,0,0,0,0,0,0,0,0,0.632105,1,2,0,9.578193468,0,0,0,0.823976,0,0,0,0,0,3.3626915153,3.5091029542,7.5828358681,3.2929279331,3.3342505266,4.0786836544,4.4790316673,5.1863054991
0.04676,946359,157,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5332953274,1,4.1577292737,0,0,0,1,1,3,1,4.0776189235,3.1851297775,8.8942901558,3.3987970633,3.4189612907,4.1787118168,4.5830480231,3.136024292
2.742091,946382,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.70754,0,0,1,1,0,3.1779038668,3.8418285541,8.6252363318,3.3955706709,3.1785003374,3.8948927251,4.0140793532,2.9403653141
1.915193,949093,157,0,0,0,0,0,1,0,0,3.9382338563,0,0,1,0.650866,0,0,0,0,0,0.650866,0,0,0,1,2.9223807838,5.1080496892,6.5519084875,3.3286806027,4.4512434316,3.9267117855,4.8657093735,3.181218415
0.025905,1240172,157,0,0,0,0,0,0,0,0,0,0,0,0,0.875777,13.150189286,0,0,1,0.875777,0,0,0,0,0,2.9508577831,3.7810059311,5.677357163,3.3126619696,4.5231074419,3.7723026065,4.3515376923,2.964879319
-2.642192,1290798,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835172,0,0,0,0,0,2.7120864773,3.0576672189,7.3366492987,3.2722484161,3.142165785,3.9978370316,3.9446703438,2.9911911812
0.181491,1290905,157,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0.781817,0,2,2,2,3.1959557893,3.2284287252,6.7873031789,3.217966342,3.9107803123,4.1455546591,4.3641648593,2.9808327242
0.693192,1290922,157,0,0,0,0,0,1,0,0,0,0,0,0,0,6.2548911131,1,4.0936479847,0,0,0,0,1,0,0,5.1172814714,3.6211484971,9.4677814599,3.3584528186,3.2563929585,4.2897656247,3.6650880283,3.1001978064
-0.685318,1298157,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.914430279,3.144626821,7.2371728093,3.2092251494,3.0497134271,4.4151941244,4.0277297306,4.1600577954
0.29888,1303900,157,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7400797568,0,0,0,0,0,0,0,0,0,3.1145994284,3.3401512287,8.5684995651,3.2109697826,3.2222939622,3.658049865,4.5988011836,2.9381421436
-0.072583,1330941,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1592079292,3.4418423859,6.638479365,3.2662818961,3.1548571355,3.5396686041,3.9316118905,2.9141392629
1.413248,749710,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3185826133,2.9996791651,7.908006052,3.2613558719,3.0777875191,4.3733548782,4.618865047,2.8756369718
1.940538,749711,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2249086224,3.105042331,9.0040724196,3.280185472,3.617051823,4.3351031059,4.4042592037,2.9567255508
3.440206,749712,158,0,0,0,0,0,0,0,0,0,0.810793,0,0,0,7.7636549205,0,0,0,0.831479,0,0,0,0,0,3.2197405116,3.5905487178,7.8244297182,3.2660987834,3.2272018637,4.054982507,3.9604657113,3.2475918573
2.313525,749714,158,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.6847730768,3.1033603521,7.9093392573,3.1788454817,3.1494707609,3.9718528653,3.783353862,3.0240359206
1.326102,749715,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0489007833,2.9395998904,8.4648590409,3.302863538,3.3254243993,4.3914341894,4.2790178663,3.0489435542
3.392177,749716,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7522302436,3.3734940905,8.1319606904,3.3966364248,3.6788421359,3.7941087045,4.2601794475,3.1468346177
3.263885,749717,158,0,0,0,0,0,0,0,0,0,0,0,0,0.833567,0,0,0,0,1.623285,0.833567,0,3,0,0,3.1564023623,3.3776156033,7.3522622151,3.1943787018,3.1210505897,4.2488504859,4.2380663768,3.1252425012
1.144698,905946,158,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2.9346408359,3.5195166351,8.0952808852,3.3867450328,3.3054909788,3.7543195725,3.8552842174,3.0265696164
3.865429,905957,158,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2917009377,0,0,0,0,0,0,0,0,0,3.2660958742,3.3303883124,7.9759299853,3.1933297733,3.26282365,4.1160478662,3.1897059344,2.944423017
0.355717,905960,158,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9152356892,0,0,0,0,0,1,0,0,0,3.1175436087,3.1853169966,8.0296604124,3.254000965,3.109808918,4.0326284163,4.0673691343,3.4680149988
2.236629,906801,158,0,0,0,0,0,0,0,0,0,0,2,0,0,5.8338085826,0,0,0,0,0,0,0,2,0,3.5425441968,3.3284598588,7.527113165,3.3045836914,3.0299149741,4.1901545637,4.1550541969,3.0712562864
1.641376,906812,158,0,0,0,0,0,0,0,0,0,0,0,0,0,13.178430696,0,0,0,0,0,0,0,2,0,3.8546026547,3.4823429827,7.0105596892,3.2122513846,3.1417491662,4.3741028047,4.5092482412,2.8992583303
0.782974,906844,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.9660404784,3.9935349319,8.0326658835,3.1154436506,3.1549497654,4.1654271861,5.0176717292,2.8749949746
2.849334,906862,158,0,0,0,0,0,0,0,0,0,0,1,0,0,5.1549449795,0,0,0,0,0,1,0,1,0,3.2220061363,3.0720914693,6.7991233014,3.2486245769,3.3155984591,4.1194587757,4.7189066391,3.2351098269
4.562005,907045,158,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.790263,0,0,1,1,0,3.2276833326,3.2084051927,7.3191469118,3.2926216917,3.13870324,3.9324102927,3.8736577096,7.2930018986
3.122978,907046,158,0,0,0,0,0,0,0,0,0,0,0,1,0,15.364396658,0,0,0,0,0,1,0,1,0,3.1680062792,3.6120473152,7.467399251,3.1990845707,3.0744334779,5.0929809529,4.3349889303,4.6289716869
1.721652,907047,158,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.3344626692,3.1178521552,8.466781423,3.2022425586,3.0635048006,5.1716707266,4.4455062113,2.8798409697
0.509431,907048,158,1,-1,-1.325,4.8120907937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788489,0,0,0,0,0,6.2887474171,3.0092684646,8.1404157677,3.3343198137,3.0165565138,4.3270365226,4.3307564601,2.9064315425
2.376358,908121,158,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9221739941,0,0,0,0,0,0,0,2,0,3.7257575609,3.076681571,7.37549887,3.2529690537,3.1057240383,4.1819802353,4.3412523845,3.0345494516
