IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_833,Fingerprint_830,Fingerprint_829,Fingerprint_828,Fingerprint_826,Fingerprint_825,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_804,Fingerprint_801,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_788,Fingerprint_785,Fingerprint_784,Fingerprint_783,Fingerprint_780,Fingerprint_779,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_705,Fingerprint_704,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_696,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_674,Fingerprint_672,Fingerprint_669,Fingerprint_667,Fingerprint_659,Fingerprint_656,Fingerprint_648,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,GO_0001570,GO_0006977_EXP,GO_0007095_EXP,GO_0008285,GO_0008285_EXP,GO_0034976_EXP,GO_0042981_EXP,GO_0070372,EXP_MAP3K20,EXP_MAP3K6,EXP_CDK10,EXP_AATK,EXP_CDC42BPA,EXP_MYLK3,EXP_CSNK1D_X_EXP_STX5,EXP_CSNK1D_X_EXP_YWHAG,EXP_LYN_X_EXP_CSF2RA,EXP_LYN_X_EXP_KITLG,EXP_LYN_X_EXP_SNCA,EXP_MAP2K4_X_EXP_NFKB1,EXP_RIPK4_X_EXP_P4HB,EXP_SRC_X_EXP_NTN1,EXP_STK24_X_EXP_CCT8,EXP_STK24_X_EXP_MOB1B,PWY_R_HSA_112409_EXP_X_PWY_R_HSA_212436_EXP,PWY_R_HSA_112409_EXP_X_PWY_R_HSA_74160_EXP,GO_0016477_X_GO_0016525
0.541666,753573,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,2,10.4158359396638,0,3.48511027532217,1,5.65711270096468,3.53398615385047,4.37563457809383,3.82621420590207,4.33379437432761,3.02562441407788,31.9259591636584,33.9392730127085,8.1404222614622,10.0475641018628,22.6597335510452,47.6311338090459,51.5626737378661,14.9965457204726,54.8305591020768,23.7029770619915,0,0,1
2.942277,753574,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,3,13.2503353607188,0,7.48516961222734,1,6.00207939532514,3.5060501058188,4.59067563845532,3.49168188931898,4.56541764586065,3.06693956186139,29.8373844428895,35.3202810368855,18.8101927235165,26.3754074118113,47.8450382184863,49.0169072037058,50.1489478120026,15.8635327053802,57.8073940929299,24.6570041291902,0,0,0
3.334132,753575,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.36493643592934,0,7.4953249187897,3.44119714351562,4.22445218065597,3.64713873703184,4.49260865995945,3.04615567775164,33.3215107269985,32.5075980085703,21.3451464345264,33.2728270962162,42.1691921744952,57.0762700681292,42.626133901067,12.7640933306972,54.6523915162619,20.9998305849365,0,0,0
4.268102,753576,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,3.03930575933474,9.77005463686811,11.1549076960726,0,5.88078073989781,3.22587040027213,3.79802532581673,4.09623472417792,5.12926633807501,3.23276766176583,30.0346420436772,28.9231102956291,19.2568449288376,24.9215794287842,62.5336429116897,49.9232766117567,44.4094976879003,14.464529936347,58.2101995429229,23.6354890931911,0,0,0
2.48935,753614,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,2,11.5456252076247,0,0,0,4.67307213659671,3.56985458747645,4.80017422867732,6.03441927457321,5.07371898725959,3.16598236407176,39.7924329443842,33.3557964087539,22.8241989553964,31.4453911395552,26.6486231887146,51.7757371790881,73.9461178090684,20.5525988011702,59.2588274139998,34.2296110176162,0,0,0
5.559533,753621,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.43333624055133,5.32451161402147,0,6.03122572158299,3.5143806716696,4.0324154780742,3.80802723234171,4.79380239486571,3.08297646342411,26.4623253821681,32.0092962842481,20.0969593635588,44.0206969851731,33.7290708339238,48.4016478426486,57.411584612219,15.9467682945523,53.9816534795114,22.791062113099,0,0,0
4.775058,753622,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,6.4058295188927,0,5.9756575265295,3.6694626494391,4.35559511664484,3.54946915145626,4.28251338345643,3.19574374672868,34.4094447198471,32.8220394052674,20.0903634339464,21.7764623737315,47.7631431262348,53.6461492648517,51.8105250355319,16.1474132841134,57.3809215860893,24.6199339280206,0,0,1
4.841278,753623,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.42307524110449,0,6.63698828076161,3.67332763062499,4.82639212585108,5.00547303417623,4.48849453249827,3.18061821910625,31.6053645237814,28.8222842032355,17.7251058001797,21.2756448033548,25.6454492602357,41.8314046400502,43.4270716087369,16.3105102564174,51.3116921811737,19.3086874347272,0,0,0
3.060689,906817,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,4.60230462081197,0,0,0,0,19.9786108926251,0,7.25675754027947,3.42188613238911,4.05560196774622,4.26842949381035,5.0751261978897,3.19364502320855,31.4798337636378,29.6134870246159,24.7119070119998,27.3004214802982,31.090569146396,54.9206090783573,44.2474501864857,13.3329200194871,48.6287938260404,23.4486813437692,68.8520400597808,68.8520400597808,0
3.228646,907317,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,6.17141931559185,0,1,2.9668185175392,0,9.50711715236509,0,6.89576751120489,3.30239728507532,4.71738483523738,4.18436730854205,4.05372352304456,3.22468813429543,32.5704197546118,34.9161997720471,23.8127508674355,29.4661198610427,39.8053247951637,48.434315732744,47.9004694443232,16.0121523720245,56.7454820483188,23.1865163388515,0,0,0
3.644252,907318,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.63311198876628,12.4416701368626,0,5.42140378069701,3.56732006185025,4.78934701106544,4.97712154913758,4.00866196664879,3.28924267373885,34.5454009601749,29.726645694455,19.7478543892511,26.2451286357078,39.0093330829984,47.4760579883552,46.3473884993543,14.0754847696053,63.9504091886927,27.2993479437507,0,0,0
3.639436,907319,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3.28910841301702,0,1,5.34157225698109,3.40020643259434,4.65333496119132,4.50584887397172,3.79168101948413,3.10498792294635,31.5040048630288,33.3480012173857,27.2318356862454,28.737611365218,59.7711563799637,53.119537212865,68.6288523733086,17.5555867191507,59.8786467093569,24.7719656372569,0,0,1
2.257268,907320,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,3.1305251105045,0,9.86624233663151,1,5.44028251374517,3.37526838618378,4.79770383405725,5.1006151539586,4.25177859374385,3.45469821378555,40.0257370321971,35.5757564385644,17.2069424068551,22.9655025332299,32.3514095831814,42.8920108806973,69.6479988448343,15.566923663525,61.0642005753717,25.7206796496941,0,0,2
3.606556,907321,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,5.46439009180463,0,8.23228319258883,2,6.66797928647588,3.41238810937394,5.22116016354822,3.65027745104474,5.05894308461427,3.23889937015533,29.0773917576196,33.2051583798028,25.4135551379533,31.9192554777814,48.5735728880051,56.965652394023,50.6478821769917,18.0617924486185,57.1595545184269,21.4143505024346,0,0,1
5.433018,910079,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,8.38490017300566,8.38490017300566,0,0,12.3730175026106,6.56326575314047,0,6.06780038470317,3.35468479653441,4.74128061548689,4.61351220907128,6.29861495163609,2.96174626421203,29.1517344293197,30.8398640334601,32.9801572529829,33.7634925663167,30.9392269828594,56.276272710322,41.4639570734034,18.3565511570663,61.6697843171189,23.1468633452709,70.3065509112703,70.3065509112703,0
4.944287,946353,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,4.9806059233287,0,0,0,5.37770767546652,4.9806059233287,0,6.76767831673438,3.48857386372016,4.4935476637598,3.29145268524215,4.73411828277319,3.03492724746357,32.991138873613,33.6197511016281,22.0041733035944,29.6821372213325,54.3034600423893,63.2023598773215,48.9312123517813,16.6410698628028,54.1309449203675,23.5601298740524,0,0,0
4.584507,946354,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,4.62026380950863,0,0,0,0,9.77155698581954,0,6.01308092012086,3.46237776582136,4.33141200407794,3.72947794382384,4.03134829412742,3.06745014246152,36.5044480393445,39.3240032395304,23.6191949457543,28.4452327503614,35.3025226851751,44.8110936145463,67.922810279929,16.7929497125492,62.1728075216018,25.2858116077301,0,0,0
3.541229,946355,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,28.1017800665464,0,5.70831218462939,3.388656221751,4.18307503558435,4.17443292806305,4.69899456892528,2.85393897797227,25.5405472124074,26.2720149622535,23.5689640403329,31.5869426912513,48.9607025670001,59.1525615479589,50.4090118715157,13.811659389053,55.3707219033391,23.4947316460845,0,0,0
3.850829,946356,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,3.18744464847695,0,4.81228855273292,0,6.23631114900128,3.63367182213465,4.67715594450263,3.91685155062439,4.27690907773261,3.11847012050418,34.0485553035944,34.0817056566271,19.7021586367424,29.8069031891825,30.2351510809876,53.9715639557415,60.7182205899391,20.1037278772078,59.4616955303217,24.6705686551457,0,0,0
1.662796,1240167,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,5.39861376675973,2,6.78349889565257,0,5.39861376675973,1,6.09683734322895,3.56822147657529,4.55710801590555,5.18085074167713,4.93030946139008,3.15534008787284,27.7662808763144,30.876209515933,17.2066808463949,21.403746186419,42.5258075121289,53.463070719847,44.4217847990411,14.1726146875706,54.2221285253504,25.6263393108467,0,0,0
2.715993,1298222,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.53207936368842,0,6.52928122190831,3.55973508765864,4.82496567163201,4.65944284782632,4.57371223365152,3.1942956833064,30.2092257820266,36.2790371961716,13.6973676176456,17.4984849511168,17.6791740568297,58.8111021164793,41.6699471393327,22.853771925928,53.9943289604281,22.4749214739305,0,0,0
3.839852,1298359,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.85863634281423,0,5.86904212625862,3.59913111442255,4.81042825351061,3.50767348517638,4.80142336157065,3.18405984057173,22.8910741744179,27.0842113790442,21.9198942816588,27.9741211696073,59.1469652981569,60.3151593706384,53.1258221303514,15.5296849521739,57.5570096347383,20.5499634610044,49.4997209139093,49.4997209139093,0
4.894759,1299064,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,3.31823490609367,0,0,1,7.34248286887849,3.51713963406639,4.63216313220413,4.1903723132318,4.51779146371993,3.1653649893337,29.6409492564181,30.9860776139028,21.2247383628912,23.2615009693565,34.813023396677,45.5667116208692,47.0706685814672,17.8732459727789,62.2252093227207,33.4906078708678,0,0,0
4.042791,1503361,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,3.14844199628621,0,0,0,6.2084641238397,3.62190624094146,4.57385387510159,3.58853916826934,4.91910413166597,3.07764303926315,27.033411234314,27.9864909550464,20.6574847119929,21.8059405219713,24.7129178789602,48.4246779694942,52.4716493631477,15.4543342669562,54.0761304720106,19.9621547804881,0,0,0
0.932628,1503365,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5.32005202005221,3.38863391590006,4.23085961875197,3.95002785455831,4.96009483285489,3.10297314709284,31.0725786847508,37.1860481480984,22.7190369230206,30.4342730354248,25.7505136476058,50.6741980860984,69.4277007434967,15.9889865089844,51.1657126753573,22.1695198222049,0,0,0
2.40702,1503366,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,2.98674683349105,0,0,0,5.92688568473202,3.71358753240638,4.2851905375513,6.21955879266249,4.79176175062719,3.30827519997287,37.3343719679405,41.8127063487987,22.0381123572153,23.3494553515514,27.2692682892468,50.1519229548652,48.4505331772912,19.5419605080478,62.7795544068333,28.1729359976645,0,0,0
-1.36561,1503368,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.50331329398479,1,5.11096559859645,3.38258380739601,5.05508232499183,4.7485318128841,4.64536422145809,3.02787396242532,33.4485453988001,35.7446624063972,22.8748191086854,26.8831365225042,24.6318265926219,45.652816134214,56.5829854783964,24.1391843305495,58.7358020823346,21.8437409991915,0,0,0
3.038276,1503371,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,3,9.83957036919371,0,20.8975679840077,0,5.22955473268642,3.18824998795249,4.82763796880835,3.67433063739385,4.81679290674051,3.1563935563193,31.2032509418399,30.2152290915007,19.9662071981928,25.9501817373614,51.1912062503514,52.9142307099826,38.3336017735745,17.6651546580362,48.0212001310622,20.7195226239263,0,0,1
4.782964,735784,329,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,6.40397603264804,0,0,0,9.67724471644779,0,7.13936950753581,3.27871916753536,4.36943841709453,3.43008699308093,5.06710867798812,3.0463042035431,31.315379229629,31.0596336134518,22.2147687641396,29.8785288771779,56.3820143800793,50.0354099171009,43.3526767101167,17.8344562213495,53.5016368559367,22.6223730295192,0,0,0
5.044058,753555,329,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.52927124255442,11.3909496603521,0,7.46544083577208,3.28887107696965,4.47120854871985,3.62196868675422,4.79434620401024,3.06478274914435,26.1539174530326,28.3156892268049,29.1440955100592,35.3515369539109,47.2866682520604,68.2689891766674,47.2818186787782,13.4986088302807,54.4325527121079,24.0812434741587,0,0,0
4.496815,753559,329,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.28239876875785,0,1,6.04186155877198,3.47365276433642,4.56855124167057,4.2727699701757,4.57999592126358,3.19682022470673,30.9417859071463,30.3784166079875,35.7268477497033,23.4887074819158,44.7681544214809,55.8979157412658,31.276857235016,13.7179882555468,50.2623608148262,19.6851181532303,0,0,0
2.88309,753573,329,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,10.4158359396638,0,3.48511027532217,1,5.65711270096468,3.53398615385047,4.37563457809383,3.82621420590207,4.33379437432761,3.02562441407788,31.9259591636584,33.9392730127085,8.1404222614622,10.0475641018628,22.6597335510452,47.6311338090459,51.5626737378661,14.9965457204726,54.8305591020768,23.7029770619915,0,0,1
4.110466,753574,329,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,13.2503353607188,0,7.48516961222734,1,6.00207939532514,3.5060501058188,4.59067563845532,3.49168188931898,4.56541764586065,3.06693956186139,29.8373844428895,35.3202810368855,18.8101927235165,26.3754074118113,47.8450382184863,49.0169072037058,50.1489478120026,15.8635327053802,57.8073940929299,24.6570041291902,0,0,0
5.208632,753575,329,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.36493643592934,0,7.4953249187897,3.44119714351562,4.22445218065597,3.64713873703184,4.49260865995945,3.04615567775164,33.3215107269985,32.5075980085703,21.3451464345264,33.2728270962162,42.1691921744952,57.0762700681292,42.626133901067,12.7640933306972,54.6523915162619,20.9998305849365,0,0,0
4.675612,753576,329,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.03930575933474,9.77005463686811,11.1549076960726,0,5.88078073989781,3.22587040027213,3.79802532581673,4.09623472417792,5.12926633807501,3.23276766176583,30.0346420436772,28.9231102956291,19.2568449288376,24.9215794287842,62.5336429116897,49.9232766117567,44.4094976879003,14.464529936347,58.2101995429229,23.6354890931911,0,0,0
3.03951,753614,329,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,11.5456252076247,0,0,0,4.67307213659671,3.56985458747645,4.80017422867732,6.03441927457321,5.07371898725959,3.16598236407176,39.7924329443842,33.3557964087539,22.8241989553964,31.4453911395552,26.6486231887146,51.7757371790881,73.9461178090684,20.5525988011702,59.2588274139998,34.2296110176162,0,0,0
4.522009,753621,329,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.43333624055133,5.32451161402147,0,6.03122572158299,3.5143806716696,4.0324154780742,3.80802723234171,4.79380239486571,3.08297646342411,26.4623253821681,32.0092962842481,20.0969593635588,44.0206969851731,33.7290708339238,48.4016478426486,57.411584612219,15.9467682945523,53.9816534795114,22.791062113099,0,0,0
4.196467,753622,329,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6.4058295188927,0,5.9756575265295,3.6694626494391,4.35559511664484,3.54946915145626,4.28251338345643,3.19574374672868,34.4094447198471,32.8220394052674,20.0903634339464,21.7764623737315,47.7631431262348,53.6461492648517,51.8105250355319,16.1474132841134,57.3809215860893,24.6199339280206,0,0,1
4.267296,753623,329,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.42307524110449,0,6.63698828076161,3.67332763062499,4.82639212585108,5.00547303417623,4.48849453249827,3.18061821910625,31.6053645237814,28.8222842032355,17.7251058001797,21.2756448033548,25.6454492602357,41.8314046400502,43.4270716087369,16.3105102564174,51.3116921811737,19.3086874347272,0,0,0
3.890867,906817,329,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,4.60230462081197,0,0,0,0,19.9786108926251,0,7.25675754027947,3.42188613238911,4.05560196774622,4.26842949381035,5.0751261978897,3.19364502320855,31.4798337636378,29.6134870246159,24.7119070119998,27.3004214802982,31.090569146396,54.9206090783573,44.2474501864857,13.3329200194871,48.6287938260404,23.4486813437692,68.8520400597808,68.8520400597808,0
4.755184,907317,329,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,6.17141931559185,0,1,2.9668185175392,0,9.50711715236509,0,6.89576751120489,3.30239728507532,4.71738483523738,4.18436730854205,4.05372352304456,3.22468813429543,32.5704197546118,34.9161997720471,23.8127508674355,29.4661198610427,39.8053247951637,48.434315732744,47.9004694443232,16.0121523720245,56.7454820483188,23.1865163388515,0,0,0
4.270095,907318,329,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.63311198876628,12.4416701368626,0,5.42140378069701,3.56732006185025,4.78934701106544,4.97712154913758,4.00866196664879,3.28924267373885,34.5454009601749,29.726645694455,19.7478543892511,26.2451286357078,39.0093330829984,47.4760579883552,46.3473884993543,14.0754847696053,63.9504091886927,27.2993479437507,0,0,0
3.873273,907319,329,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.28910841301702,0,1,5.34157225698109,3.40020643259434,4.65333496119132,4.50584887397172,3.79168101948413,3.10498792294635,31.5040048630288,33.3480012173857,27.2318356862454,28.737611365218,59.7711563799637,53.119537212865,68.6288523733086,17.5555867191507,59.8786467093569,24.7719656372569,0,0,1
