
Options: -C 1 -I "weka.classifiers.functions.supportVector.RegSMOImproved -T 0.001 -V -P 1.0E-12 -L 0.001 -W 1" -K "weka.classifiers.functions.supportVector.RBFKernel -G 0.01" 

=== Classifier model (full training set) ===

SMOreg

Support vectors:
-1.0 * k[294]
+1.0 * k[295]
+1.0 * k[296]
+1.0 * k[297]
+1.0 * k[298]
-1.0 * k[299]
-1.0 * k[300]
-1.0 * k[301]
+1.0 * k[302]
-1.0 * k[303]
-1.0 * k[304]
-1.0 * k[305]
+0.4324551962544758 * k[306]
-1.0 * k[307]
-1.0 * k[308]
-1.0 * k[309]
+1.0 * k[310]
+1.0 * k[311]
+1.0 * k[312]
+1.0 * k[313]
-1.0 * k[314]
+1.0 * k[315]
+1.0 * k[317]
-1.0 * k[318]
+1.0 * k[319]
+1.0 * k[320]
-0.8464100989192667 * k[321]
+1.0 * k[322]
+1.0 * k[323]
-1.0 * k[324]
-1.0 * k[325]
-1.0 * k[326]
-1.0 * k[327]
-1.0 * k[328]
-1.0 * k[329]
+1.0 * k[330]
+1.0 * k[331]
+1.0 * k[332]
-1.0 * k[333]
-1.0 * k[334]
+1.0 * k[335]
+1.0 * k[336]
+1.0 * k[337]
-1.0 * k[338]
+1.0 * k[339]
-1.0 * k[340]
+0.3747406591297648 * k[341]
+1.0 * k[342]
+1.0 * k[343]
-1.0 * k[344]
+1.0 * k[345]
+1.0 * k[346]
-1.0 * k[347]
+1.0 * k[348]
+1.0 * k[349]
+1.0 * k[350]
+1.0 * k[351]
+1.0 * k[352]
+1.0 * k[353]
+1.0 * k[354]
+1.0 * k[355]
+1.0 * k[356]
-1.0 * k[357]
-1.0 * k[358]
+1.0 * k[359]
-0.5877702924380995 * k[360]
+1.0 * k[361]
+1.0 * k[362]
-1.0 * k[363]
-1.0 * k[364]
+1.0 * k[365]
-1.0 * k[366]
-1.0 * k[367]
-1.0 * k[368]
-1.0 * k[369]
+1.0 * k[370]
+1.0 * k[371]
+0.10507698883900722 * k[372]
-1.0 * k[373]
+1.0 * k[374]
-1.0 * k[375]
+1.0 * k[376]
+1.0 * k[377]
-1.0 * k[378]
-1.0 * k[379]
+1.0 * k[380]
-1.0 * k[381]
-1.0 * k[382]
-1.0 * k[383]
-1.0 * k[384]
-1.0 * k[385]
-1.0 * k[386]
+0.12675809634755758 * k[387]
-1.0 * k[388]
+1.0 * k[389]
+1.0 * k[390]
-1.0 * k[391]
+1.0 * k[392]
+1.0 * k[393]
+1.0 * k[394]
-1.0 * k[395]
-1.0 * k[396]
+1.0 * k[397]
-1.0 * k[398]
-1.0 * k[399]
-1.0 * k[400]
+0.6487809811729888 * k[401]
-1.0 * k[402]
-1.0 * k[403]
-1.0 * k[404]
+1.0 * k[405]
-1.0 * k[406]
-1.0 * k[407]
+1.0 * k[408]
+1.0 * k[409]
+1.0 * k[410]
-1.0 * k[411]
+1.0 * k[412]
-1.0 * k[413]
-1.0 * k[414]
+1.0 * k[415]
-1.0 * k[416]
-1.0 * k[417]
-1.0 * k[418]
-1.0 * k[419]
+1.0 * k[420]
+1.0 * k[421]
+1.0 * k[422]
-1.0 * k[423]
+1.0 * k[424]
+1.0 * k[425]
+1.0 * k[426]
+1.0 * k[427]
+1.0 * k[428]
+1.0 * k[429]
+1.0 * k[430]
-1.0 * k[431]
+1.0 * k[432]
+1.0 * k[433]
+0.432636456055784 * k[434]
+1.0 * k[435]
+1.0 * k[436]
-1.0 * k[437]
+1.0 * k[438]
+1.0 * k[439]
+1.0 * k[440]
-1.0 * k[441]
+1.0 * k[442]
+1.0 * k[443]
-1.0 * k[444]
+1.0 * k[445]
+1.0 * k[446]
+1.0 * k[447]
+1.0 * k[448]
+0.3532401616498076 * k[449]
+1.0 * k[450]
+1.0 * k[451]
+1.0 * k[452]
+1.0 * k[453]
+1.0 * k[454]
+1.0 * k[455]
+1.0 * k[456]
-1.0 * k[457]
-1.0 * k[458]
+1.0 * k[459]
+1.0 * k[460]
+1.0 * k[461]
-1.0 * k[462]
+0.04105880550522252 * k[463]
-1.0 * k[464]
-1.0 * k[465]
+1.0 * k[466]
+1.0 * k[467]
+1.0 * k[468]
+1.0 * k[469]
-1.0 * k[470]
+1.0 * k[471]
+1.0 * k[472]
+1.0 * k[473]
+1.0 * k[474]
+1.0 * k[475]
+0.10636522917623263 * k[476]
-1.0 * k[477]
-1.0 * k[478]
-1.0 * k[479]
+1.0 * k[480]
-1.0 * k[481]
+1.0 * k[482]
-1.0 * k[483]
-1.0 * k[484]
-0.7695149701684865 * k[485]
+1.0 * k[486]
+1.0 * k[487]
+1.0 * k[488]
-1.0 * k[489]
+1.0 * k[490]
+1.0 * k[491]
+1.0 * k[492]
+1.0 * k[493]
+1.0 * k[494]
-1.0 * k[495]
-1.0 * k[496]
-1.0 * k[497]
-1.0 * k[498]
+1.0 * k[499]
-1.0 * k[500]
-1.0 * k[501]
+1.0 * k[502]
-1.0 * k[503]
-1.0 * k[504]
+1.0 * k[505]
-1.0 * k[506]
+1.0 * k[507]
-1.0 * k[508]
+1.0 * k[509]
-1.0 * k[510]
+1.0 * k[511]
-1.0 * k[512]
+1.0 * k[513]
-1.0 * k[514]
-1.0 * k[515]
-1.0 * k[516]
+1.0 * k[517]
+1.0 * k[518]
-1.0 * k[519]
-0.6807606673155808 * k[520]
+1.0 * k[521]
+1.0 * k[522]
-1.0 * k[523]
-0.042137386525826326 * k[524]
+1.0 * k[525]
+1.0 * k[526]
+1.0 * k[527]
+1.0 * k[528]
+1.0 * k[529]
+1.0 * k[530]
+1.0 * k[531]
-1.0 * k[532]
+1.0 * k[533]
+1.0 * k[534]
+1.0 * k[535]
+1.0 * k[536]
+1.0 * k[537]
+1.0 * k[538]
-1.0 * k[539]
-1.0 * k[540]
-1.0 * k[541]
-1.0 * k[542]
-1.0 * k[543]
-1.0 * k[544]
-1.0 * k[545]
-1.0 * k[546]
+1.0 * k[547]
+1.0 * k[548]
-1.0 * k[549]
-1.0 * k[550]
+1.0 * k[551]
-1.0 * k[552]
-1.0 * k[553]
-1.0 * k[554]
-1.0 * k[555]
-1.0 * k[556]
-1.0 * k[557]
-1.0 * k[558]
+1.0 * k[559]
-1.0 * k[560]
-1.0 * k[561]
+1.0 * k[562]
-1.0 * k[563]
-1.0 * k[564]
+1.0 * k[565]
-1.0 * k[566]
+1.0 * k[567]
-1.0 * k[568]
-1.0 * k[569]
-1.0 * k[570]
+1.0 * k[571]
-1.0 * k[572]
-1.0 * k[573]
-1.0 * k[574]
-1.0 * k[575]
+1.0 * k[576]
+1.0 * k[577]
+1.0 * k[578]
-1.0 * k[579]
+1.0 * k[580]
-1.0 * k[581]
+1.0 * k[582]
-1.0 * k[583]
+1.0 * k[585]
-1.0 * k[586]
+1.0 * k[587]
+1.0 * k[588]
+1.0 * k[589]
-1.0 * k[590]
+1.0 * k[591]
+1.0 * k[592]
+1.0 * k[593]
+1.0 * k[594]
-1.0 * k[595]
-1.0 * k[596]
+1.0 * k[597]
+1.0 * k[598]
-1.0 * k[599]
+1.0 * k[600]
-1.0 * k[601]
+1.0 * k[602]
-1.0 * k[603]
+1.0 * k[604]
+1.0 * k[605]
-1.0 * k[606]
+1.0 * k[607]
+1.0 * k[608]
+1.0 * k[609]
-1.0 * k[610]
+1.0 * k[611]
+1.0 * k[612]
+1.0 * k[613]
+1.0 * k[614]
+1.0 * k[615]
-1.0 * k[616]
+1.0 * k[617]
+1.0 * k[618]
-1.0 * k[619]
+1.0 * k[620]
+1.0 * k[621]
-1.0 * k[622]
+1.0 * k[623]
+0.3870108147674129 * k[624]
+1.0 * k[625]
-1.0 * k[626]
+1.0 * k[627]
-1.0 * k[628]
+1.0 * k[629]
+1.0 * k[630]
+1.0 * k[631]
+1.0 * k[632]
+1.0 * k[633]
+1.0 * k[634]
+1.0 * k[635]
+1.0 * k[636]
-1.0 * k[637]
+1.0 * k[638]
+1.0 * k[639]
+1.0 * k[640]
-1.0 * k[641]
-1.0 * k[642]
+1.0 * k[643]
-1.0 * k[644]
+1.0 * k[645]
-1.0 * k[646]
+1.0 * k[647]
-1.0 * k[648]
+1.0 * k[649]
+1.0 * k[650]
+1.0 * k[651]
-1.0 * k[652]
-1.0 * k[653]
+1.0 * k[654]
+1.0 * k[655]
+1.0 * k[656]
-1.0 * k[657]
+1.0 * k[658]
-1.0 * k[659]
+1.0 * k[660]
-1.0 * k[661]
-1.0 * k[662]
+1.0 * k[663]
-1.0 * k[664]
+1.0 * k[665]
+1.0 * k[666]
+1.0 * k[667]
-1.0 * k[668]
+1.0 * k[669]
-0.44520914132627437 * k[670]
+1.0 * k[671]
+1.0 * k[672]
+1.0 * k[673]
+1.0 * k[674]
+1.0 * k[675]
+1.0 * k[676]
-1.0 * k[677]
-0.026717218303897006 * k[678]
+1.0 * k[679]
+1.0 * k[680]
-1.0 * k[681]
-1.0 * k[682]
+1.0 * k[683]
-1.0 * k[684]
+1.0 * k[685]
+1.0 * k[686]
+1.0 * k[687]
+1.0 * k[688]
+1.0 * k[689]
+1.0 * k[690]
+1.0 * k[691]
-1.0 * k[692]
+1.0 * k[693]
+1.0 * k[694]
-1.0 * k[695]
-1.0 * k[696]
+1.0 * k[697]
-1.0 * k[698]
-1.0 * k[699]
-1.0 * k[700]
-1.0 * k[701]
+1.0 * k[702]
+1.0 * k[703]
+1.0 * k[704]
-1.0 * k[705]
+1.0 * k[706]
-0.5102475459131476 * k[707]
+1.0 * k[708]
+1.0 * k[709]
+1.0 * k[710]
+1.0 * k[711]
+1.0 * k[712]
+1.0 * k[713]
-1.0 * k[714]
+1.0 * k[715]
+1.0 * k[716]
+1.0 * k[717]
-1.0 * k[718]
+1.0 * k[719]
+1.0 * k[720]
-1.0 * k[721]
-1.0 * k[722]
+1.0 * k[723]
+1.0 * k[724]
-1.0 * k[725]
+1.0 * k[726]
+1.0 * k[727]
-1.0 * k[729]
-1.0 * k[730]
-1.0 * k[731]
-1.0 * k[732]
+1.0 * k[733]
+1.0 * k[734]
-1.0 * k[735]
-1.0 * k[736]
+1.0 * k[737]
-1.0 * k[738]
-1.0 * k[739]
-1.0 * k[740]
-1.0 * k[741]
+1.0 * k[742]
-1.0 * k[743]
-1.0 * k[744]
-1.0 * k[745]
+1.0 * k[746]
-1.0 * k[747]
-1.0 * k[748]
-1.0 * k[749]
-1.0 * k[750]
-1.0 * k[751]
-1.0 * k[753]
-1.0 * k[754]
+1.0 * k[755]
-1.0 * k[756]
+1.0 * k[757]
-1.0 * k[758]
+1.0 * k[759]
+1.0 * k[760]
-1.0 * k[761]
+1.0 * k[762]
+1.0 * k[763]
+1.0 * k[764]
-1.0 * k[765]
+1.0 * k[766]
-1.0 * k[767]
+1.0 * k[768]
+1.0 * k[769]
-1.0 * k[770]
+0.8349901280944351 * k[771]
+1.0 * k[772]
+1.0 * k[773]
-1.0 * k[774]
-1.0 * k[775]
-1.0 * k[776]
+1.0 * k[777]
-1.0 * k[778]
+0.8932390363920567 * k[779]
+1.0 * k[780]
-1.0 * k[781]
+1.0 * k[782]
-1.0 * k[783]
+1.0 * k[784]
+1.0 * k[785]
+1.0 * k[786]
-0.03794724623459236 * k[787]
-1.0 * k[788]
+1.0 * k[789]
-1.0 * k[790]
-1.0 * k[791]
+1.0 * k[792]
+1.0 * k[793]
-1.0 * k[794]
+1.0 * k[795]
+1.0 * k[796]
-1.0 * k[797]
-1.0 * k[798]
+1.0 * k[799]
+1.0 * k[800]
-1.0 * k[801]
+1.0 * k[802]
+1.0 * k[803]
+1.0 * k[804]
+1.0 * k[805]
+1.0 * k[806]
-1.0 * k[807]
+1.0 * k[808]
+1.0 * k[809]
-1.0 * k[810]
+1.0 * k[811]
-0.7932238172111942 * k[812]
+1.0 * k[813]
+1.0 * k[814]
+1.0 * k[815]
+0.2801846928611287 * k[816]
-1.0 * k[817]
-1.0 * k[818]
+1.0 * k[819]
+1.0 * k[820]
-1.0 * k[821]
+1.0 * k[822]
+1.0 * k[823]
+1.0 * k[824]
-1.0 * k[825]
+1.0 * k[826]
+1.0 * k[827]
+1.0 * k[828]
+1.0 * k[829]
-1.0 * k[830]
+1.0 * k[831]
-0.7310203168947553 * k[832]
+1.0 * k[833]
-1.0 * k[834]
-1.0 * k[835]
+0.2775768175913573 * k[836]
+1.0 * k[837]
-1.0 * k[838]
-1.0 * k[839]
+1.0 * k[840]
-1.0 * k[841]
+1.0 * k[842]
-1.0 * k[843]
+1.0 * k[844]
-1.0 * k[845]
+1.0 * k[846]
-1.0 * k[847]
-1.0 * k[848]
+1.0 * k[849]
-1.0 * k[850]
+1.0 * k[851]
-1.0 * k[852]
+1.0 * k[853]
+1.0 * k[854]
-1.0 * k[855]
-1.0 * k[856]
-1.0 * k[857]
-1.0 * k[858]
+1.0 * k[859]
-1.0 * k[860]
-1.0 * k[861]
+1.0 * k[862]
+1.0 * k[863]
+1.0 * k[864]
-1.0 * k[865]
-1.0 * k[866]
+1.0 * k[867]
-1.0 * k[868]
+1.0 * k[869]
-1.0 * k[870]
+0.40744236094311254 * k[871]
-1.0 * k[872]
+1.0 * k[873]
+1.0 * k[874]
-1.0 * k[875]
-1.0 * k[876]
+1.0 * k[877]
+1.0 * k[878]
+1.0 * k[879]
-1.0 * k[880]
-1.0 * k[881]
+1.0 * k[882]
+1.0 * k[883]
+1.0 * k[884]
-1.0 * k[885]
+1.0 * k[886]
+1.0 * k[887]
-0.6891240170720769 * k[888]
-1.0 * k[889]
-1.0 * k[890]
+1.0 * k[891]
+1.0 * k[892]
+1.0 * k[893]
+1.0 * k[894]
+1.0 * k[895]
+1.0 * k[896]
+1.0 * k[897]
-1.0 * k[898]
+1.0 * k[899]
-1.0 * k[900]
-1.0 * k[901]
+1.0 * k[902]
+1.0 * k[903]
+1.0 * k[904]
-1.0 * k[905]
+1.0 * k[906]
-1.0 * k[907]
+0.4494530959144294 * k[908]
+1.0 * k[909]
-1.0 * k[910]
-1.0 * k[911]
-1.0 * k[912]
+1.0 * k[913]
-1.0 * k[914]
-1.0 * k[915]
-1.0 * k[916]
-1.0 * k[917]
-1.0 * k[918]
-1.0 * k[919]
-1.0 * k[920]
-1.0 * k[921]
+1.0 * k[922]
+1.0 * k[923]
-1.0 * k[924]
-1.0 * k[925]
+1.0 * k[926]
-1.0 * k[927]
-1.0 * k[928]
+1.0 * k[929]
-1.0 * k[930]
-1.0 * k[931]
-1.0 * k[932]
+1.0 * k[933]
+1.0 * k[934]
-1.0 * k[935]
+1.0 * k[936]
-1.0 * k[937]
-1.0 * k[938]
+1.0 * k[939]
-1.0 * k[940]
+1.0 * k[941]
+1.0 * k[942]
+1.0 * k[943]
-1.0 * k[944]
+1.0 * k[945]
-1.0 * k[946]
-1.0 * k[947]
+1.0 * k[948]
-1.0 * k[949]
+0.5398852338815785 * k[950]
+1.0 * k[951]
+1.0 * k[952]
+1.0 * k[953]
-1.0 * k[954]
-1.0 * k[955]
+1.0 * k[956]
-1.0 * k[957]
+0.4372470265168874 * k[958]
-1.0 * k[959]
-1.0 * k[960]
+0.25570704629613467 * k[961]
-1.0 * k[962]
-1.0 * k[963]
+1.0 * k[964]
+1.0 * k[965]
-1.0 * k[966]
+0.7083266614847762 * k[967]
+1.0 * k[968]
-1.0 * k[969]
-1.0 * k[970]
-1.0 * k[971]
+1.0 * k[972]
-1.0 * k[973]
-0.7784914687535385 * k[975]
+0.5349549805961756 * k[976]
-1.0 * k[977]
+1.0 * k[978]
-1.0 * k[979]
-1.0 * k[980]
+1.0 * k[981]
+1.0 * k[982]
+1.0 * k[983]
-1.0 * k[984]
+1.0 * k[985]
-1.0 * k[986]
-1.0 * k[987]
+1.0 * k[988]
-1.0 * k[989]
-1.0 * k[990]
-1.0 * k[991]
+1.0 * k[992]
+1.0 * k[993]
-1.0 * k[994]
-0.8635301633880403 * k[995]
+1.0 * k[996]
-1.0 * k[997]
+1.0 * k[998]
-1.0 * k[999]
+1.0 * k[1000]
+1.0 * k[1001]
-1.0 * k[1002]
+1.0 * k[1003]
+1.0 * k[1004]
+1.0 * k[1005]
-1.0 * k[1006]
+1.0 * k[1007]
+1.0 * k[1008]
+0.7912846945882678 * k[1009]
+1.0 * k[1010]
+0.8240887288293105 * k[1011]
+1.0 * k[1012]
-1.0 * k[1013]
-1.0 * k[1014]
-1.0 * k[1015]
-1.0 * k[1016]
-1.0 * k[1017]
-1.0 * k[1018]
-1.0 * k[1019]
-1.0 * k[1020]
+1.0 * k[1021]
+1.0 * k[1022]
-1.0 * k[1023]
-1.0 * k[1024]
+1.0 * k[1025]
+1.0 * k[1026]
+1.0 * k[1027]
+1.0 * k[1028]
-1.0 * k[1029]
+0.6660385319017483 * k[1030]
-1.0 * k[1031]
+1.0 * k[1032]
-1.0 * k[1033]
-1.0 * k[1034]
-1.0 * k[1035]
-1.0 * k[1036]
-1.0 * k[1037]
-1.0 * k[1038]
-1.0 * k[1039]
-1.0 * k[1040]
+1.0 * k[1041]
+1.0 * k[1042]
-1.0 * k[1043]
-1.0 * k[1044]
+1.0 * k[1045]
+0.995007762792007 * k[1046]
-1.0 * k[1047]
-1.0 * k[1048]
-1.0 * k[1049]
-1.0 * k[1050]
-1.0 * k[1051]
-1.0 * k[1052]
-1.0 * k[1053]
+1.0 * k[1054]
+1.0 * k[1055]
-1.0 * k[1056]
-1.0 * k[1057]
+1.0 * k[1058]
-1.0 * k[1059]
-1.0 * k[1060]
+1.0 * k[1061]
+1.0 * k[1062]
+1.0 * k[1063]
-1.0 * k[1064]
+1.0 * k[1065]
+0.9787670397950777 * k[1066]
-1.0 * k[1067]
+1.0 * k[1068]
-1.0 * k[1069]
-1.0 * k[1070]
-1.0 * k[1071]
+1.0 * k[1072]
+1.0 * k[1073]
+1.0 * k[1074]
+1.0 * k[1075]
-1.0 * k[1076]
-1.0 * k[1077]
+1.0 * k[1078]
+1.0 * k[1079]
+1.0 * k[1080]
+1.0 * k[1081]
+1.0 * k[1082]
+1.0 * k[1083]
-1.0 * k[1084]
+1.0 * k[1085]
+1.0 * k[1086]
+1.0 * k[1087]
+1.0 * k[1088]
+1.0 * k[1089]
+1.0 * k[1090]
-1.0 * k[1091]
+1.0 * k[1092]
+1.0 * k[1093]
+1.0 * k[1094]
-1.0 * k[1095]
+1.0 * k[1096]
-1.0 * k[1097]
+1.0 * k[1098]
+1.0 * k[1099]
-1.0 * k[1100]
+1.0 * k[1101]
+1.0 * k[1102]
+1.0 * k[1103]
-1.0 * k[1104]
+1.0 * k[1105]
-1.0 * k[1106]
+1.0 * k[1107]
+1.0 * k[1108]
-0.5119668260118954 * k[1109]
-1.0 * k[1110]
-1.0 * k[1111]
+1.0 * k[1112]
+1.0 * k[1113]
-1.0 * k[1114]
+1.0 * k[1115]
+1.0 * k[1116]
-1.0 * k[1117]
+1.0 * k[1118]
-1.0 * k[1119]
-1.0 * k[1120]
+1.0 * k[1121]
+1.0 * k[1122]
+1.0 * k[1123]
-1.0 * k[1124]
+1.0 * k[1125]
+1.0 * k[1126]
-0.934260810040711 * k[1127]
+1.0 * k[1128]
-1.0 * k[1129]
-1.0 * k[1130]
-1.0 * k[1131]
+1.0 * k[1132]
+1.0 * k[1133]
+1.0 * k[1134]
-1.0 * k[1135]
-1.0 * k[1136]
-1.0 * k[1137]
+1.0 * k[1138]
+1.0 * k[1139]
-1.0 * k[1140]
+1.0 * k[1141]
+1.0 * k[1142]
+1.0 * k[1143]
-1.0 * k[1144]
+1.0 * k[1145]
+1.0 * k[1146]
+1.0 * k[1147]
+1.0 * k[1148]
+1.0 * k[1149]
+1.0 * k[1150]
+1.0 * k[1151]
+1.0 * k[1152]
-1.0 * k[1153]
+1.0 * k[1154]
-1.0 * k[1155]
-1.0 * k[1156]
-1.0 * k[1157]
+1.0 * k[1158]
+1.0 * k[1159]
-1.0 * k[1160]
+1.0 * k[1161]
+1.0 * k[1162]
+1.0 * k[1163]
+1.0 * k[1164]
+0.9581732143250016 * k[1165]
-1.0 * k[1166]
+1.0 * k[1167]
+1.0 * k[1168]
+1.0 * k[1169]
-1.0 * k[1170]
+1.0 * k[1171]
-1.0 * k[1172]
-1.0 * k[1173]
+1.0 * k[1174]
+1.0 * k[1175]
+1.0 * k[1176]
-1.0 * k[1177]
+1.0 * k[1178]
+1.0 * k[1179]
-1.0 * k[1180]
+1.0 * k[1181]
+1.0 * k[1182]
+1.0 * k[1183]
-0.31072822365035085 * k[1184]
+1.0 * k[1185]
+0.8159168489101751 * k[1186]
-1.0 * k[1187]
+1.0 * k[1188]
+1.0 * k[1189]
+1.0 * k[1190]
-1.0 * k[1191]
+1.0 * k[1192]
+1.0 * k[1193]
-1.0 * k[1194]
-1.0 * k[1195]
-1.0 * k[1196]
-1.0 * k[1197]
-0.14465491281100656 * k[1198]
+1.0 * k[1199]
-1.0 * k[1200]
+1.0 * k[1201]
+1.0 * k[1202]
+1.0 * k[1203]
-1.0 * k[1204]
+1.0 * k[1205]
-1.0 * k[1206]
