IC50,Cancer,Drug,From_Sanger,Fingerprint_834,Fingerprint_833,Fingerprint_830,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_797,Fingerprint_791,Fingerprint_784,Fingerprint_780,Fingerprint_779,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_705,Fingerprint_704,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_696,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_674,Fingerprint_673,Fingerprint_669,Fingerprint_667,Fingerprint_659,Fingerprint_658,Fingerprint_656,Fingerprint_650,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,SDOM_subdomainXI_EXP,PWY_R_HSA_2029480,PWY_R_HSA_449147,PWY_R_HSA_983231,GO_0030036,FAM_Other_CSV,EXP_STKLD1,EXP_CLK3,EXP_KDR_X_EXP_FGF18,EXP_KDR_X_EXP_RHOA,EXP_KDR_X_EXP_RNF41,EXP_KDR_X_EXP_WASF1,EXP_MAP3K9_X_EXP_RAC1,EXP_OXSR1_X_EXP_SLC22A14,EXP_RPS6KB1_X_EXP_EIF4B,EXP_RPS6KB1_X_EXP_LAMTOR5,EXP_RPS6KB1_X_EXP_MYC,EXP_TAF1_X_EXP_BRPF3,EXP_TAF1_X_EXP_HIST1H2BC,EXP_TAF1_X_EXP_TEX10,PWY_R_HSA_112316_EXP_X_PWY_R_HSA_9006934_EXP,PWY_R_HSA_1643685_X_PWY_R_HSA_372790,PWY_R_HSA_168138_X_PWY_R_HSA_397014,PWY_R_HSA_168138_X_PWY_R_HSA_76002,PWY_R_HSA_195258_X_PWY_R_HSA_2454202,GO_0006397_EXP_X_GO_0018105_EXP,GO_0006397_X_GO_0018105,Predicted IC50,Validation
1.430916,724870,1013,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3.3027841123,3.8880234566,11.831859937,36.412853238,15.765058663,16.401146787,32.989972803,19.758010692,43.85329185,18.863814128,56.910121814,24.052123944,15.640351329,37.677706658,0,0,0,0,0,0,0,1.6233683631,8
1.837007,1298475,1219,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.809149,3.0561182125,3.6200860995,11.097604481,33.527751172,16.821898854,13.865360627,34.098755389,20.709819146,56.172685663,22.107538887,67.084194389,26.962153158,16.539433187,30.801707253,0,0,0,0,0,0,0,3.4692382281,1
3.90842,909904,1038,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,3.4068077975,3.9681107995,9.4071356289,30.636253707,13.38411752,15.223041164,36.188235107,16.01811223,50.417214596,19.596301808,63.846567065,24.165643781,14.278762314,33.769007695,0,1,4,2,1,0,0,4.2192972549,7
5.451039,907286,193,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0425070605,0,0,0,0,0,3.1685019517,3.8239092219,15.554099144,34.372934212,15.108041581,15.758934336,32.492035568,23.39223781,66.39738673,26.094162674,84.369887679,28.113403673,17.434375276,38.604081135,0,0,0,0,0,15.892913955,1,4.908424809,8
3.144864,1240219,199,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,3.6020540139,0,0,0,0,0,3.249145633,3.6641921814,11.340995813,35.05088938,19.337050127,16.153103741,32.800291883,20.620253084,64.407491649,25.633685483,69.483460696,32.826930009,17.670769369,37.967063731,0,0,0,0,0,0,0,2.8743235397,3
2.640074,910907,1013,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,3,1,0,0,3.3776403327,3.6950581768,10.992735829,34.599801057,14.228240126,15.094739761,34.376229385,19.403872466,44.990283153,18.737105817,58.097962174,23.760444043,12.366397772,28.263865488,0,2,2,2,0,0,0,3.2781497853,2
4.501292,1298533,177,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3.3004300842,3.9529428071,8.5799084907,30.508948538,13.234119661,13.285503592,37.089906261,19.436834764,49.481177017,19.516470637,73.819758173,28.750151216,15.333096304,35.45005383,0,0,0,0,0,0,0,3.6427296778,5
5.337581,906693,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.1922815341,0,0,0,0,0,3.0569909019,3.714383871,10.75139275,36.290855256,15.813467678,17.304177867,35.998233672,18.493601171,45.437104022,20.440921601,55.525404902,24.060302447,18.562573161,35.055525301,18.148965502,0,0,0,0,0,0,5.5351815717,8
0.921754,907286,167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,5.0425070605,0,0,0,0,0,3.1685019517,3.8239092219,15.554099144,34.372934212,15.108041581,15.758934336,32.492035568,23.39223781,66.39738673,26.094162674,84.369887679,28.113403673,17.434375276,38.604081135,0,0,0,0,0,15.892913955,1,-0.53465482,5
2.011674,925348,262,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,3.4205355436,0,1,0,0,0.666318,3.4363453569,3.9187054945,10.848699722,34.5222059,16.560455796,16.483067979,35.442496222,17.516318568,55.323898171,19.525442725,64.779017833,28.178835196,16.598131692,34.129537708,0,0,1,1,0,0,0,2.0576673454,7
4.814388,1298475,1039,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.809149,3.0561182125,3.6200860995,11.097604481,33.527751172,16.821898854,13.865360627,34.098755389,20.709819146,56.172685663,22.107538887,67.084194389,26.962153158,16.539433187,30.801707253,0,0,0,0,0,0,0,4.8964531901,10
3.77268,1298534,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2,0,0,0,3.178145687,4.1145785759,10.1303706,32.095175036,19.272340848,17.297529352,35.984117772,17.595033829,50.013562055,21.630893977,52.011273721,25.256551749,14.387910177,34.306510284,0,1,2,2,1,0,0,2.4661948356,4
2.314705,906693,277,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,5.1922815341,0,0,0,0,0,3.0569909019,3.714383871,10.75139275,36.290855256,15.813467678,17.304177867,35.998233672,18.493601171,45.437104022,20.440921601,55.525404902,24.060302447,18.562573161,35.055525301,18.148965502,0,0,0,0,0,0,2.7541916238,2
3.429779,1298216,1023,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3.2517140881,3.6532953306,11.995241746,36.719491798,15.946606386,21.160900365,33.789093307,19.132024499,50.832003375,21.608636966,59.561648667,24.07133652,16.398078648,34.014269015,0,0,0,0,0,0,0,3.8037680875,9
4.247725,1290797,253,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3.3840040192,0,1,0,0,0,3.0737603195,3.671049874,10.668354876,37.170694383,14.116669014,17.787715362,33.758587528,17.36284389,45.722838198,18.130782622,67.3378998,25.548405306,13.708047763,37.07839098,0,0,0,0,0,0,0,4.4361694945,8
5.487283,910907,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,3.3776403327,3.6950581768,10.992735829,34.599801057,14.228240126,15.094739761,34.376229385,19.403872466,44.990283153,18.737105817,58.097962174,23.760444043,12.366397772,28.263865488,0,2,2,2,0,0,0,5.0881878153,5
0.954573,1298141,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,3.2694515074,4.0358112005,9.4346036921,34.243274433,15.289266003,14.366689146,32.719067209,19.725423133,44.092829319,18.956204649,61.028906651,22.414056824,16.234713425,37.247959452,0,0,1,1,1,0,0,0.6577813226,10
5.516209,1298533,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.3004300842,3.9529428071,8.5799084907,30.508948538,13.234119661,13.285503592,37.089906261,19.436834764,49.481177017,19.516470637,73.819758173,28.750151216,15.333096304,35.45005383,0,0,0,0,0,0,0,6.0367314534,7
6.16794,907285,230,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,3.1820402799,0,1,0,0,0,3.2069147596,4.2038086903,10.028773687,37.42296151,16.298466109,15.394722287,40.52045818,21.109366521,51.084151664,20.51824126,69.337612646,22.647656142,17.86625351,35.469711472,0,0,0,0,0,0,0,5.8925664993,3
1.121809,1298476,1010,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3.2984018808,3.9163769182,11.147370527,36.028861295,15.241738703,14.372316596,41.450553281,18.613782301,48.545736972,21.02714618,56.067683325,23.452659508,14.466252982,28.563535186,0,1,0,0,0,0,0,1.1590108535,5
0.89953,907286,1161,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,5.0425070605,0,0,0,0,0,3.1685019517,3.8239092219,15.554099144,34.372934212,15.108041581,15.758934336,32.492035568,23.39223781,66.39738673,26.094162674,84.369887679,28.113403673,17.434375276,38.604081135,0,0,0,0,0,15.892913955,1,1.5188252028,10
5.608067,925348,253,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3.4205355436,0,1,0,0,0.666318,3.4363453569,3.9187054945,10.848699722,34.5222059,16.560455796,16.483067979,35.442496222,17.516318568,55.323898171,19.525442725,64.779017833,28.178835196,16.598131692,34.129537708,0,0,1,1,0,0,0,5.2351432046,2
3.075463,925348,222,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,3.4205355436,0,1,0,0,0.666318,3.4363453569,3.9187054945,10.848699722,34.5222059,16.560455796,16.483067979,35.442496222,17.516318568,55.323898171,19.525442725,64.779017833,28.178835196,16.598131692,34.129537708,0,0,1,1,0,0,0,3.6478770154,2
2.576202,1298216,1015,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.2517140881,3.6532953306,11.995241746,36.719491798,15.946606386,21.160900365,33.789093307,19.132024499,50.832003375,21.608636966,59.561648667,24.07133652,16.398078648,34.014269015,0,0,0,0,0,0,0,2.0074399954,6
0.538706,910546,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,3.414511992,0,1,0,0,1.303464,2.949272023,3.7007067936,12.172800257,43.460551715,21.437305615,23.190862664,30.192227155,20.633530971,61.406553662,24.639339131,82.290080626,30.757878917,15.403365523,41.651508411,30.378596059,0,0,0,0,23.366192859,2,0.5131464278,10
6.214791,1298534,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,3.178145687,4.1145785759,10.1303706,32.095175036,19.272340848,17.297529352,35.984117772,17.595033829,50.013562055,21.630893977,52.011273721,25.256551749,14.387910177,34.306510284,0,1,2,2,1,0,0,5.7956234037,4
4.098299,753624,222,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,4.3159013454,0,2,0,0,0,2.9977596208,3.6516236633,15.38374854,36.129247889,14.875654967,13.644016574,35.338290997,22.524333905,48.809111499,22.608684598,67.664263878,21.439984666,15.65246043,29.565007744,0,0,2,2,0,0,0,4.7380703322,5
4.348524,1298533,287,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,3.3004300842,3.9529428071,8.5799084907,30.508948538,13.234119661,13.285503592,37.089906261,19.436834764,49.481177017,19.516470637,73.819758173,28.750151216,15.333096304,35.45005383,0,0,0,0,0,0,0,3.1872240112,4
3.962891,1298533,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3.3004300842,3.9529428071,8.5799084907,30.508948538,13.234119661,13.285503592,37.089906261,19.436834764,49.481177017,19.516470637,73.819758173,28.750151216,15.333096304,35.45005383,0,0,0,0,0,0,0,3.1053432726,1
3.008292,753624,1013,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,4.3159013454,0,2,0,0,0,2.9977596208,3.6516236633,15.38374854,36.129247889,14.875654967,13.644016574,35.338290997,22.524333905,48.809111499,22.608684598,67.664263878,21.439984666,15.65246043,29.565007744,0,0,2,2,0,0,0,3.2843400934,9
5.006177,753624,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.3159013454,0,2,0,0,0,2.9977596208,3.6516236633,15.38374854,36.129247889,14.875654967,13.644016574,35.338290997,22.524333905,48.809111499,22.608684598,67.664263878,21.439984666,15.65246043,29.565007744,0,0,2,2,0,0,0,4.4444433208,7
3.636158,1240218,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.3042220484,3.7608931676,9.5665930868,31.449444129,13.198513647,12.470505617,37.618956585,16.858397438,51.615323945,21.733884072,43.834453152,29.723474342,15.501634196,26.44518705,0,1,0,0,0,0,0,3.8537964767,4
4.803629,910907,288,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3,1,0,0,3.3776403327,3.6950581768,10.992735829,34.599801057,14.228240126,15.094739761,34.376229385,19.403872466,44.990283153,18.737105817,58.097962174,23.760444043,12.366397772,28.263865488,0,2,2,2,0,0,0,5.1058910118,2
4.812769,1298219,1129,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,3.1288405274,3.5530196183,17.41575612,33.168268217,14.354516598,17.416128907,34.978941372,19.391364662,50.46840823,23.226827166,61.528517037,25.396163942,17.1982529,31.992708384,0,0,0,0,0,0,0,4.5560801658,6
2.717325,1240218,207,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.3042220484,3.7608931676,9.5665930868,31.449444129,13.198513647,12.470505617,37.618956585,16.858397438,51.615323945,21.733884072,43.834453152,29.723474342,15.501634196,26.44518705,0,1,0,0,0,0,0,3.5369454083,8
1.798723,910546,1023,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,3.414511992,0,1,0,0,1.303464,2.949272023,3.7007067936,12.172800257,43.460551715,21.437305615,23.190862664,30.192227155,20.633530971,61.406553662,24.639339131,82.290080626,30.757878917,15.403365523,41.651508411,30.378596059,0,0,0,0,23.366192859,2,1.1481102321,8
5.573274,910907,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,1,0,0,3.3776403327,3.6950581768,10.992735829,34.599801057,14.228240126,15.094739761,34.376229385,19.403872466,44.990283153,18.737105817,58.097962174,23.760444043,12.366397772,28.263865488,0,2,2,2,0,0,0,5.0412707405,3
0.865789,1240219,260,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,3.6020540139,0,0,0,0,0,3.249145633,3.6641921814,11.340995813,35.05088938,19.337050127,16.153103741,32.800291883,20.620253084,64.407491649,25.633685483,69.483460696,32.826930009,17.670769369,37.967063731,0,0,0,0,0,0,0,1.3312882485,2
3.112675,724869,306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.77894,3.4442239813,3.6343773388,11.712740472,34.140020198,16.947395759,14.946651807,34.9710385,19.748778738,48.939485112,21.284246118,62.278979421,25.997269682,18.843211161,32.901025525,0,2,0,0,0,0,0,2.6652619253,3
5.222061,753624,1143,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4.3159013454,0,2,0,0,0,2.9977596208,3.6516236633,15.38374854,36.129247889,14.875654967,13.644016574,35.338290997,22.524333905,48.809111499,22.608684598,67.664263878,21.439984666,15.65246043,29.565007744,0,0,2,2,0,0,0,4.5325427908,3
3.206426,724870,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.3027841123,3.8880234566,11.831859937,36.412853238,15.765058663,16.401146787,32.989972803,19.758010692,43.85329185,18.863814128,56.910121814,24.052123944,15.640351329,37.677706658,0,0,0,0,0,0,0,2.8518328758,6
-0.249473,1240219,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3.6020540139,0,0,0,0,0,3.249145633,3.6641921814,11.340995813,35.05088938,19.337050127,16.153103741,32.800291883,20.620253084,64.407491649,25.633685483,69.483460696,32.826930009,17.670769369,37.967063731,0,0,0,0,0,0,0,-0.604347684,9
4.621844,724870,229,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.3027841123,3.8880234566,11.831859937,36.412853238,15.765058663,16.401146787,32.989972803,19.758010692,43.85329185,18.863814128,56.910121814,24.052123944,15.640351329,37.677706658,0,0,0,0,0,0,0,4.2427052337,9
5.070151,1298216,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.2517140881,3.6532953306,11.995241746,36.719491798,15.946606386,21.160900365,33.789093307,19.132024499,50.832003375,21.608636966,59.561648667,24.07133652,16.398078648,34.014269015,0,0,0,0,0,0,0,4.3326459487,2
4.353169,1298534,1143,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3.178145687,4.1145785759,10.1303706,32.095175036,19.272340848,17.297529352,35.984117772,17.595033829,50.013562055,21.630893977,52.011273721,25.256551749,14.387910177,34.306510284,0,1,2,2,1,0,0,4.015689682,3
0.941161,1298476,1015,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.2984018808,3.9163769182,11.147370527,36.028861295,15.241738703,14.372316596,41.450553281,18.613782301,48.545736972,21.02714618,56.067683325,23.452659508,14.466252982,28.563535186,0,1,0,0,0,0,0,1.234967865,3
1.233572,1298526,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,3.3388858262,0,1,0,0,0,3.2538821083,3.8462520067,11.250662491,33.49022448,15.604598729,16.685635861,33.101221307,18.63867371,57.103356855,22.746213058,66.706066889,26.599553928,15.18318369,36.614460851,0,0,0,0,0,0,0,0.6248519919,8
2.510061,1240201,176,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.1363862494,3.5567594087,10.873492261,36.629360428,16.10033395,19.278398613,32.55571892,22.58675622,44.653218883,18.356726111,61.370952299,31.360716083,14.695381653,39.48826354,0,0,0,0,0,0,0,3.6289593958,9
2.851755,925348,199,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,3.4205355436,0,1,0,0,0.666318,3.4363453569,3.9187054945,10.848699722,34.5222059,16.560455796,16.483067979,35.442496222,17.516318568,55.323898171,19.525442725,64.779017833,28.178835196,16.598131692,34.129537708,0,0,1,1,0,0,0,3.9854653199,4
3.47702,906693,275,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,5.1922815341,0,0,0,0,0,3.0569909019,3.714383871,10.75139275,36.290855256,15.813467678,17.304177867,35.998233672,18.493601171,45.437104022,20.440921601,55.525404902,24.060302447,18.562573161,35.055525301,18.148965502,0,0,0,0,0,0,3.2820430728,10
