IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_833,Fingerprint_830,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_804,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_792,Fingerprint_791,Fingerprint_788,Fingerprint_785,Fingerprint_784,Fingerprint_783,Fingerprint_780,Fingerprint_779,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_705,Fingerprint_704,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_696,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_669,Fingerprint_667,Fingerprint_659,Fingerprint_658,Fingerprint_656,Fingerprint_650,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,PKA_169,PKA_169_ASA,PKA_169_EXP,PKA_169_VOL,PKA_188_ENG,PKA_188_VOL,MOT_2D_linker_CSV,SDOM_subdomainVIb,MUT_ADCK1_EXP,MUT_ALPK1,MUT_CDC42BPG,MUT_CDC42BPG_EXP,MUT_CDK12_EXP,MUT_CDKL5_CSV,MUT_CDKL5_EXP,MUT_TAOK2,MUT_TAOK2_EXP,MUT_TNK2,MUT_TNK2_EXP,PWY_R_HSA_2454202_CSV,PWY_R_HSA_2672351,PWY_R_HSA_5339562_EXP,PWY_R_HSA_913531,GO_0001764_CSV,GO_0007257_CSV,GO_0019722_CSV,GO_0043068_CSV,GO_0043366_EXP,GO_0043547_CSV,GO_0045765_EXP,GO_0050731_CSV,GO_0050772_EXP,GO_0050852_CSV,GO_0070372_EXP,GO_0090188_EXP,SFAM_CDKL_EXP,SFAM_Csk,SFAM_Csk_EXP,EXP_FAM198B,EXP_MINK1,EXP_PRKD1,EXP_STK24,EXP_PRKCA,EXP_PRKD3,EXP_CDK4,EXP_MARK2,EXP_OXSR1,EXP_ANKK1,EXP_EPHA6,EXP_WNK4,EXP_TRIB3,Predicted IC50,Validation
5.767626,753532,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820802,0,0,0,0,0.816725,0,0,0,0,0,0,0,0,0,0,0,0,0,5.256379074,4.3082802517,2.9148194869,4.5389224487,4.8496767312,5.6132792667,8.0986591907,3.4878074496,6.4667548558,2.8341604698,3.0364867773,3.1056330538,5.6678630387,2.4303448656,6
2.681021,753535,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3.627421212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775437,0,0,0,0,0,0,0,2.9671171827,0,2.7917387853,0,0,0,0,3.7102334146,5.3729617852,2.9478359926,5.1067483248,3.2982069292,4.9223991303,7.9175625924,4.061544118,6.5974925492,3.0292557672,2.9594905628,3.0652434472,7.404202692,2.4080300451,7
1.751802,753538,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.669236,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.716655,0,0,0,0,2.9845748827,0,0,0,0,3.4280922916,4.6073947181,3.4173091719,5.9776573473,4.0649610976,5.6205547125,9.024742893,3.8404679896,6.3179867429,3.1120488276,2.7552107624,3.4176044865,5.2918473369,2.0893507244,9
2.250017,753541,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7988006319,4.7932923468,3.2763816021,5.415324514,3.5207992399,5.1788224683,8.4416723515,4.4613855948,5.5378045922,3.5591690004,2.8077978179,3.0930606124,6.5452628421,3.1628920971,3
3.101001,753561,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2709587387,4.4490218192,3.0577499529,5.3909596707,3.7008883233,5.8821808353,9.3208619481,3.8394736594,6.2757243664,3.2396825716,3.0515092001,3.1162882887,6.3389968231,4.0979248273,3
4.525095,753562,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5009638581,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1472593844,0,0,3.4199955616,4.6200733985,2.7945957426,5.2625566607,3.7545287445,6.0749605204,9.0925045412,3.9723572015,6.7536484441,3.1072828469,2.76178423,2.9953939612,6.0419044917,3.3426136952,10
2.905679,753570,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4813485963,4.564644506,2.6679693123,4.9574953579,3.9272228728,5.7425348923,9.40439683,4.3820337162,6.5960454851,2.9214130235,2.7998988227,3.0551749294,6.3176154555,3.8475623955,3
3.645194,753583,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.4920401992,0,0,0,0,0.788054,0,0,0,0,0,2.8017267948,4.4885037243,2.8722460195,4.5094013082,3.8556191986,4.7960788883,9.7913958004,3.6736863172,6.8968878776,3.1125135539,2.8290872197,3.0367582321,5.9099252625,1.8636416236,5
4.221158,906863,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.7991733814,0,0,0,0,3.1786290866,4.6536230694,5.2897081334,5.0725020912,3.8610072851,5.0861368166,9.2865891412,3.6016563663,6.6921655585,3.0088846807,3.0503771882,3.4096555601,5.7076219686,3.9589189152,6
4.732111,907059,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8032255308,0,0,0,0,0.803779,0,4.0266508323,0,0,0,3.9790065968,4.6847206812,3.5060889497,4.9026621308,3.4420140918,6.0652912792,8.5511826833,3.6744533647,6.2153806252,2.9196428925,2.9273114036,2.9689091904,5.1123454966,4.1913834405,8
4.079704,907061,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6448337695,1,0,0,0,0,0,0,0,0.783698,8.6448337695,0,0,0,0,0,0,3.7136941152,4.9858205617,2.8144168049,5.9048030332,3.8246161061,5.9840839265,8.1564007397,4.2331125156,6.4120485271,3.0408768977,2.8911601748,2.9440036703,6.3009977692,2.7153616469,9
5.123279,907062,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4202425842,4.4577905045,5.8234075283,5.0100168105,3.7552576211,6.1654218456,8.3729376082,3.6098674705,6.3351845017,2.9109816523,2.8351990814,2.9632085375,6.1935877479,5.1839175294,9
3.298645,909700,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.3480754385,0,0,0,0,0,0,0,0,0,0,0,0,4.3707661937,0,0,0,0,0,0,2.8044006211,4.1959469686,3.5177172086,4.9025700925,3.5385247551,5.7856727197,8.3764547824,3.545562306,6.5200025709,3.1094241999,3.0031360015,3.0877516724,5.9795732673,2.5027890266,4
2.69417,909708,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.715636121,0,0,0,2.9462495437,4.6151803371,3.0326423293,6.5680290381,3.5895116814,4.8478874194,9.1440845731,3.8660281273,6.345032652,3.1076521278,2.931756166,3.0789350163,8.3134162388,2.4390180136,4
2.23268,909709,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4712564505,4.7375108444,3.0202494861,5.2268877065,4.0093161189,5.452017485,7.8928824184,3.9999606957,7.0001507321,3.2165280964,2.9302832327,2.9678751367,6.956282846,1.9301156361,5
2.420039,910701,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4546420326,4.8144051485,3.6772616339,5.2080905802,4.1666126376,5.6604073635,7.4257232412,3.8018541588,6.2146744431,3.3077168837,2.794380685,3.3068624517,6.0699950471,1.8977801812,10
3.9171,910904,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763653,0.763653,0,0,6.4085470455,0,0,0,6.4085470455,0,0,0,0,3.4841996976,4.2599414497,3.7506301509,5.9364283093,3.6117831506,4.5438199346,9.0590404122,3.9373136284,6.0650223844,2.8355284125,2.9746257959,2.9348989946,7.7981101897,3.5382310634,7
4.030808,910911,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83012,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1074828237,4.6572398587,3.0442087255,5.6921826626,3.8661090439,5.4533735949,7.5046470452,3.9017566523,6.2875139823,2.8899305258,2.8984947335,3.0917080726,6.2308990175,2.5130795514,7
2.53937,910916,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.690032,0,0,2.7702912948,0,0,0,0,3.6754933686,4.7280537779,2.85897149,5.131316803,3.402718092,5.2424970517,7.7330269976,4.4466660866,5.8840443572,3.3431028431,2.8324489842,3.0018947379,7.0247890213,2.5624324074,7
4.390244,1240121,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726471,0,0,0,0,0,0,0,0,0,0,0,0,3.0420070527,4.9478916333,2.880875364,5.7766318235,3.5093539377,5.1420512733,7.901559479,3.8109031825,6.6595628425,3.2043837431,2.8520113055,3.380330758,6.7153933026,4.2413067253,10
3.330702,1240122,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4132316145,4.9729566191,2.7845830857,4.8852472002,3.8989840375,5.4705676853,9.4388622127,4.0124784409,6.7571067769,2.8824289665,2.8970577318,2.7794214117,6.884971872,4.4743320242,6
1.70155,1240140,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.2553824545,1,0,0,0,0,0,0,0,0.692127,9.2553824545,0,0,0,0,0,0,3.1634077749,4.6979362801,3.4890267499,5.4775449447,3.3565762533,5.2100998111,7.9246136757,3.5156590538,5.8214803018,3.0826832432,2.9036506276,3.0720609931,4.9248962863,1.6660197109,4
1.320161,1240161,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0311271476,4.4651302981,2.8865462485,6.3021510168,3.9888367893,5.171036656,7.9102413013,3.8291366407,6.0326764018,3.352621656,2.9110960683,3.1925175932,7.2649896555,1.9775346696,10
5.528543,1240162,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546551,1,0,0,0,0,0,0,0,0,0,0,0,0.546551,0,0,0,0,0,3.0068333248,4.5181503723,3.6438745542,5.0167173051,3.6563579791,5.3293305196,8.9821057812,3.7141092449,7.2598257985,2.8373541743,3.1338758563,2.9429768818,5.2099026917,4.6680219674,5
3.701024,1240196,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9822932315,4.1887929468,4.6682933949,2.769352136,4.8305631654,4.133511822,5.8860767115,9.2201654049,3.8384445615,6.200337764,3.0403069798,2.8115241218,2.9742353584,6.7101999733,3.0078480691,2
4.927582,1240204,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2763781764,4.7310352059,3.5807031649,5.0373260767,4.3225680904,5.8382901347,8.8213517049,3.5194780188,5.4747887923,3.2194940934,2.8881534011,3.1069043607,6.3085086042,4.1317574209,5
2.408,1240205,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.6251598295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1014070348,4.6169444304,4.3834429796,5.6857257667,3.4432260058,5.107794634,9.5381112151,3.6462472307,5.9915596965,3.092756175,2.7848795378,2.9805667334,9.0581702168,3.0561889481,4
2.398995,1240206,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.3787501382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820329,0,0,0,0,0,1,5.7593638227,2.8947474449,5.1068900394,3.9517385294,5.432893438,3.4656954331,4.7185763186,9.178040615,3.566331317,6.101903545,3.0781623859,2.9056902415,3.1153688901,8.6189286006,2.5353854222,7
4.224294,1240207,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5871468699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.120617177,0,0,0,0,3.5499676318,4.5246408566,4.372876921,5.1339198393,4.9087338191,5.5627392,9.3388686959,3.2733374402,6.152576626,3.1388530063,2.9612289147,2.8677287831,5.6442514569,3.6612952077,9
4.937693,1290724,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4404140549,4.0359389397,6.0781596734,4.4244097915,4.8532913544,6.2772662441,9.2593337531,3.2467784831,7.1690731752,3.0045129897,2.8377336167,3.0004181295,5.8070655379,4.9641896022,10
4.448417,1290725,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.283192738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0842050828,4.3757395655,3.4983733589,4.7591129059,3.448578679,5.1593706203,9.0231422768,3.8331510337,6.5043889335,2.6563665699,2.9646867531,2.8550152974,5.4878943087,3.7721678554,8
4.83961,1298215,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1941371118,4.5576056866,3.9974253593,5.1120703093,3.7866621205,5.2451421243,8.6754978064,3.6202692634,7.5111437557,2.8376197675,2.8872662478,3.340588311,7.938458581,4.041748537,3
5.326554,1298529,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.790234,1,2.7495916004,0,0,0.790234,0,0,3.401207654,0,0,0,0,0,3.401207654,0,0,0,0,6.0708519753,4.425016348,8.3021339951,3.8892796443,4.5649696205,5.9183415288,9.9992661356,3.1696054804,7.1126282164,3.1011128975,3.3358019699,3.0004625011,5.3493685419,4.80316568,3
1.31493,1298531,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,14.2,3.3566937248,1.8,1.837,-22.6,0,1,3.8483658137,0,0,0,4.7362367211,0.82407,3.4349401423,0,0,1,3.3566937248,0,0,0,0,0.82407,0,0,0,0,0.82407,0,0.780522,0,0,0,0,3.4349401423,0,0,3.0143287303,4.6615165513,2.4592647924,5.6651167119,3.4651794278,4.3408383016,8.6371719831,3.7851866921,6.6412022004,2.8414092007,2.9124871442,3.2414847166,7.5071976806,2.259664343,10
3.715181,1299050,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548647,0,0,0,0,4.4214693217,0,0,0,0,0,0,0,0,3.6001703612,4.6154499527,2.6932418991,5.374794848,3.8387943653,5.6130007143,9.3224839795,3.7219133004,6.5729222817,2.8857580548,2.9200023647,2.9501569724,5.4463039118,2.7374613694,8
3.93882,1299059,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.4824258737,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7027303959,4.7016727243,4.0218488843,4.7796827113,3.8829191905,6.6832199514,8.0942725717,3.3307064422,6.3310818728,2.8730854361,2.8359926903,2.9958075017,6.2487152017,3.8088728164,4
2.315009,753531,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.810932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7139984508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9163801208,4.8533018766,2.722776252,5.3153610988,3.5591119504,4.442734534,7.4251292293,4.1441514463,5.9973453604,3.1158381075,2.8295628751,3.3189522862,8.2744067564,2.4138887701,8
